customerid,firstname,lastname,orderid,quantity,title,price,categoryname
205,WGVIWA,AQYSFDUHOP,639,1,ACADEMY HOLY,17.99,Horror
205,WGVIWA,AQYSFDUHOP,639,3,ACADEMY FISH,9.99,Classics
205,WGVIWA,AQYSFDUHOP,639,3,ACADEMY ANGELS,24.99,Children
205,WGVIWA,AQYSFDUHOP,639,2,ACADEMY VILLAIN,20.99,Animation
205,WGVIWA,AQYSFDUHOP,639,3,ACADEMY VOICE,23.99,Action
1223,CTFSTP,RSILJKMVUS,640,1,ACADEMY BANGER,24.99,Games
1223,CTFSTP,RSILJKMVUS,640,1,ACADEMY WISDOM,29.99,Sci-Fi
1304,APLZZX,BDKDERBALT,641,3,ACADEMY NORTHWEST,28.99,Horror
1304,APLZZX,BDKDERBALT,641,1,ACADEMY RAINBOW,29.99,Documentary
1304,APLZZX,BDKDERBALT,641,2,ACADEMY MODEL,26.99,Animation
1304,APLZZX,BDKDERBALT,641,1,ACADEMY PAJAMA,29.99,Drama
1304,APLZZX,BDKDERBALT,641,1,ACADEMY KANE,21.99,Children
1304,APLZZX,BDKDERBALT,641,3,ACADEMY MOD,24.99,Children
1304,APLZZX,BDKDERBALT,641,2,ACADEMY ANYTHING,17.99,Games
1304,APLZZX,BDKDERBALT,641,3,ACADEMY MOONWALKER,18.99,Sci-Fi
1088,UISELW,MMUURLXIXC,642,1,ACADEMY CLEOPATRA,21.99,New
1088,UISELW,MMUURLXIXC,642,1,ACADEMY MILE,17.99,Sports
1088,UISELW,MMUURLXIXC,642,2,ACADEMY DRUMS,10.99,New
1088,UISELW,MMUURLXIXC,642,3,ACADEMY HUNGER,20.99,Sports
1088,UISELW,MMUURLXIXC,642,3,ACADEMY DANGEROUS,15.99,New
1669,XMHWBT,FWCNGOMHGZ,643,1,ACADEMY BUCKET,11.99,Classics
1669,XMHWBT,FWCNGOMHGZ,643,3,ACADEMY PACIFIC,14.99,Documentary
1669,XMHWBT,FWCNGOMHGZ,643,1,ACADEMY HEARTBREAKERS,24.99,Horror
1990,WQJTWL,DQFEFYXUNC,644,2,ACADEMY MUMMY,21.99,Comedy
1990,WQJTWL,DQFEFYXUNC,644,3,ACADEMY SPIRITED,16.99,New
1990,WQJTWL,DQFEFYXUNC,644,2,ACADEMY BRANNIGAN,17.99,Foreign
1990,WQJTWL,DQFEFYXUNC,644,1,ACADEMY CONNECTICUT,18.99,New
1990,WQJTWL,DQFEFYXUNC,644,3,ACADEMY MOONWALKER,18.99,Sci-Fi
1990,WQJTWL,DQFEFYXUNC,644,3,ACADEMY INCH,16.99,Children
1990,WQJTWL,DQFEFYXUNC,644,3,ACADEMY FERRIS,26.99,Action
1990,WQJTWL,DQFEFYXUNC,644,2,ACADEMY MIRACLE,27.99,New
213,ODLPBZ,MMWGPKRCYN,645,2,ACADEMY GABLES,21.99,Games
213,ODLPBZ,MMWGPKRCYN,645,3,ACADEMY DRIVING,16.99,Sci-Fi
1325,XMYXZR,TDQSAZNUDP,646,1,ACADEMY PARADISE,19.99,Games
525,LJGSNU,YLOIZFVWVQ,647,3,ACADEMY WOLVES,25.99,Games
525,LJGSNU,YLOIZFVWVQ,647,1,ACADEMY DRUMS,10.99,New
525,LJGSNU,YLOIZFVWVQ,647,3,ACADEMY WITCHES,13.99,Music
525,LJGSNU,YLOIZFVWVQ,647,2,ACADEMY TRIP,13.99,Animation
525,LJGSNU,YLOIZFVWVQ,647,1,ACADEMY QUILLS,9.99,Classics
525,LJGSNU,YLOIZFVWVQ,647,1,ACADEMY FORRESTER,13.99,Drama
525,LJGSNU,YLOIZFVWVQ,647,3,ACADEMY RIVER,24.99,Sports
163,TZYZSF,YJCMDYBUWD,648,2,ACADEMY LOSER,15.99,Family
163,TZYZSF,YJCMDYBUWD,648,3,ACADEMY RIVER,24.99,Sports
163,TZYZSF,YJCMDYBUWD,648,3,ACADEMY BLUES,15.99,Horror
163,TZYZSF,YJCMDYBUWD,648,3,ACADEMY SCORPION,15.99,Animation
163,TZYZSF,YJCMDYBUWD,648,2,ACADEMY WAR,27.99,Sports
163,TZYZSF,YJCMDYBUWD,648,2,ACADEMY ACE,20.99,Documentary
163,TZYZSF,YJCMDYBUWD,648,3,ACADEMY GUN,27.99,Documentary
1288,BNCQDC,ZDEJZLKTWO,649,1,ACADEMY KILLER,21.99,Horror
1288,BNCQDC,ZDEJZLKTWO,649,1,ACADEMY ROCKY,25.99,Drama
1288,BNCQDC,ZDEJZLKTWO,649,1,ACADEMY EARRING,13.99,Games
3,JTNRNB,LYYSHTQJRE,650,1,ACADEMY BLUES,15.99,Horror
3,JTNRNB,LYYSHTQJRE,650,2,ACADEMY NOTTING,12.99,Sports
3,JTNRNB,LYYSHTQJRE,650,2,ACADEMY PANKY,12.99,Action
3,JTNRNB,LYYSHTQJRE,650,3,ACADEMY GARDEN,29.99,New
3,JTNRNB,LYYSHTQJRE,650,1,ACADEMY DINOSAUR,20.99,Foreign
3,JTNRNB,LYYSHTQJRE,650,1,ACADEMY JASON,29.99,Games
3,JTNRNB,LYYSHTQJRE,650,2,ACADEMY SHANE,26.99,Animation
3,JTNRNB,LYYSHTQJRE,650,1,ACADEMY SHANE,26.99,Animation
3,JTNRNB,LYYSHTQJRE,650,1,ACADEMY INFORMER,25.99,Drama
1195,QTAPSD,JRTEPZYMCV,651,1,ACADEMY OUTLAW,29.99,Documentary
1195,QTAPSD,JRTEPZYMCV,651,3,ACADEMY LEGEND,21.99,Action
1195,QTAPSD,JRTEPZYMCV,651,1,ACADEMY DEEP,12.99,Sports
572,EJZSRB,JQGTSCBFTA,652,2,ACADEMY LIBERTY,10.99,Sports
572,EJZSRB,JQGTSCBFTA,652,1,ACADEMY MYSTIC,15.99,Music
572,EJZSRB,JQGTSCBFTA,652,3,ACADEMY TIGHTS,23.99,Music
572,EJZSRB,JQGTSCBFTA,652,1,ACADEMY TRAP,12.99,Sports
572,EJZSRB,JQGTSCBFTA,652,2,ACADEMY BLUES,15.99,Horror
572,EJZSRB,JQGTSCBFTA,652,3,ACADEMY FERRIS,26.99,Action
572,EJZSRB,JQGTSCBFTA,652,1,ACADEMY SUGAR,22.99,Music
572,EJZSRB,JQGTSCBFTA,652,1,ACADEMY ARACHNOPHOBIA,26.99,Horror
572,EJZSRB,JQGTSCBFTA,652,3,ACADEMY CRUSADE,14.99,Music
1218,UIDNTL,YKEDOZGRXE,653,3,ACADEMY SAMURAI,24.99,Action
1218,UIDNTL,YKEDOZGRXE,653,3,ACADEMY JAWS,9.99,New
1218,UIDNTL,YKEDOZGRXE,653,2,ACADEMY PITTSBURGH,26.99,Action
1218,UIDNTL,YKEDOZGRXE,653,2,ACADEMY DWARFS,25.99,Family
1218,UIDNTL,YKEDOZGRXE,653,3,ACADEMY HALLOWEEN,24.99,Drama
1218,UIDNTL,YKEDOZGRXE,653,1,ACADEMY BUTCH,24.99,Sports
1994,OUPJAO,MXPXTDKRUB,654,1,ACADEMY CANDLES,23.99,New
1994,OUPJAO,MXPXTDKRUB,654,2,ACADEMY DORADO,11.99,Foreign
1994,OUPJAO,MXPXTDKRUB,654,1,ACADEMY TWISTED,25.99,Family
1994,OUPJAO,MXPXTDKRUB,654,3,ACADEMY LEATHERNECKS,24.99,New
1994,OUPJAO,MXPXTDKRUB,654,3,ACADEMY HOCUS,15.99,Classics
1994,OUPJAO,MXPXTDKRUB,654,1,ACADEMY SIMON,21.99,Foreign
1994,OUPJAO,MXPXTDKRUB,654,3,ACADEMY FIREHOUSE,12.99,Classics
1994,OUPJAO,MXPXTDKRUB,654,1,ACADEMY TOMORROW,28.99,Foreign
744,XPYSKF,RDRJRDGCVC,655,1,ACADEMY SAVANNAH,16.99,Games
744,XPYSKF,RDRJRDGCVC,655,1,ACADEMY TIMBERLAND,24.99,Action
744,XPYSKF,RDRJRDGCVC,655,3,ACADEMY BUBBLE,16.99,Games
111,GIQPLW,RCYSRNLJOU,656,1,ACADEMY TUXEDO,12.99,Animation
111,GIQPLW,RCYSRNLJOU,656,1,ACADEMY COWBOY,14.99,Documentary
203,PNHGUP,HFULFESZVH,657,3,ACADEMY BANGER,24.99,Games
1704,ATEIDH,KOVMEOVGMG,658,3,ACADEMY SLIPPER,19.99,Games
875,GCEBQT,OMSYKPRAPP,659,1,ACADEMY RUGRATS,17.99,Documentary
875,GCEBQT,OMSYKPRAPP,659,2,ACADEMY LOLA,29.99,Animation
1256,BBCOUL,XOXNXEFUEI,660,2,ACADEMY PITY,23.99,Documentary
1256,BBCOUL,XOXNXEFUEI,660,2,ACADEMY KISS,20.99,Games
1256,BBCOUL,XOXNXEFUEI,660,3,ACADEMY ROMAN,12.99,Horror
1256,BBCOUL,XOXNXEFUEI,660,1,ACADEMY SALUTE,16.99,Documentary
40,WIZGFD,CPBCDTZGTD,661,1,ACADEMY PRIX,23.99,Children
40,WIZGFD,CPBCDTZGTD,661,3,ACADEMY POND,21.99,Family
40,WIZGFD,CPBCDTZGTD,661,2,ACADEMY CITIZEN,15.99,New
40,WIZGFD,CPBCDTZGTD,661,1,ACADEMY NEMO,23.99,Horror
40,WIZGFD,CPBCDTZGTD,661,3,ACADEMY VANISHING,9.99,Sci-Fi
40,WIZGFD,CPBCDTZGTD,661,3,ACADEMY LAWRENCE,17.99,Travel
40,WIZGFD,CPBCDTZGTD,661,1,ACADEMY VILLAIN,20.99,Animation
40,WIZGFD,CPBCDTZGTD,661,1,ACADEMY FLATLINERS,17.99,Travel
1914,ZCWHJW,OLRMYXMXKD,662,1,ACADEMY MOD,24.99,Children
1914,ZCWHJW,OLRMYXMXKD,662,1,ACADEMY VISION,28.99,Music
1914,ZCWHJW,OLRMYXMXKD,662,3,ACADEMY PREJUDICE,24.99,Action
1914,ZCWHJW,OLRMYXMXKD,662,2,ACADEMY MOURNING,21.99,Horror
1847,WKHRZX,OEECOGSLOY,663,1,ACADEMY ACE,20.99,Documentary
1847,WKHRZX,OEECOGSLOY,663,1,ACADEMY CHARADE,18.99,Documentary
1847,WKHRZX,OEECOGSLOY,663,3,ACADEMY LADY,14.99,Horror
1847,WKHRZX,OEECOGSLOY,663,2,ACADEMY INFORMER,25.99,Drama
1939,EERVIT,PPQGTHQTNW,664,2,ACADEMY AGENT,15.99,Foreign
1939,EERVIT,PPQGTHQTNW,664,3,ACADEMY ROOF,16.99,Animation
1939,EERVIT,PPQGTHQTNW,664,1,ACADEMY HARPER,13.99,Family
1939,EERVIT,PPQGTHQTNW,664,3,ACADEMY ALTER,27.99,Travel
1939,EERVIT,PPQGTHQTNW,664,3,ACADEMY DWARFS,25.99,Family
1939,EERVIT,PPQGTHQTNW,664,3,ACADEMY FINDING,19.99,Animation
1833,OLPBFD,MEXRLNGUPA,665,3,ACADEMY STAMPEDE,29.99,Sci-Fi
1833,OLPBFD,MEXRLNGUPA,665,3,ACADEMY SONG,9.99,Animation
1833,OLPBFD,MEXRLNGUPA,665,3,ACADEMY SAMURAI,24.99,Action
1833,OLPBFD,MEXRLNGUPA,665,1,ACADEMY YOUNG,18.99,Family
908,ZYMMHB,DQNEBXLPWP,666,3,ACADEMY HOLLYWOOD,16.99,Sports
908,ZYMMHB,DQNEBXLPWP,666,2,ACADEMY WATERSHIP,11.99,New
908,ZYMMHB,DQNEBXLPWP,666,3,ACADEMY EGYPT,19.99,Horror
908,ZYMMHB,DQNEBXLPWP,666,3,ACADEMY BRINGING,18.99,Classics
233,OCOCOL,IDGFLPBBZT,667,3,ACADEMY BLINDNESS,20.99,Classics
233,OCOCOL,IDGFLPBBZT,667,3,ACADEMY CONSPIRACY,27.99,Sports
1230,MXWSVB,NJFHQBKLKZ,668,3,ACADEMY GONE,24.99,Sci-Fi
1230,MXWSVB,NJFHQBKLKZ,668,1,ACADEMY MIGHTY,11.99,Foreign
1230,MXWSVB,NJFHQBKLKZ,668,2,ACADEMY TWISTED,25.99,Family
1230,MXWSVB,NJFHQBKLKZ,668,2,ACADEMY HALL,18.99,Children
1230,MXWSVB,NJFHQBKLKZ,668,1,ACADEMY ANGELS,24.99,Children
1230,MXWSVB,NJFHQBKLKZ,668,2,ACADEMY YOUTH,11.99,Children
1230,MXWSVB,NJFHQBKLKZ,668,3,ACADEMY UPRISING,28.99,Horror
403,AVKJJR,VORMNQWWYA,669,2,ACADEMY TEEN,18.99,Sports
403,AVKJJR,VORMNQWWYA,669,2,ACADEMY BOULEVARD,22.99,New
403,AVKJJR,VORMNQWWYA,669,1,ACADEMY STONE,18.99,Music
403,AVKJJR,VORMNQWWYA,669,1,ACADEMY LIFE,14.99,Sports
403,AVKJJR,VORMNQWWYA,669,2,ACADEMY UNBREAKABLE,24.99,Documentary
403,AVKJJR,VORMNQWWYA,669,1,ACADEMY ORDER,18.99,Family
403,AVKJJR,VORMNQWWYA,669,1,ACADEMY CINCINATTI,11.99,Documentary
403,AVKJJR,VORMNQWWYA,669,3,ACADEMY ANGELS,24.99,Children
403,AVKJJR,VORMNQWWYA,669,3,ACADEMY CHAPLIN,11.99,Children
1056,BOVVQF,STSQEHMWOO,670,2,ACADEMY NONE,22.99,Documentary
1056,BOVVQF,STSQEHMWOO,670,2,ACADEMY SCHOOL,26.99,Children
1056,BOVVQF,STSQEHMWOO,670,2,ACADEMY LOLITA,27.99,Travel
387,VJIRJT,KUGTSBKREC,671,3,ACADEMY SONG,9.99,Animation
387,VJIRJT,KUGTSBKREC,671,2,ACADEMY CONFESSIONS,29.99,Drama
387,VJIRJT,KUGTSBKREC,671,3,ACADEMY TEEN,18.99,Sports
387,VJIRJT,KUGTSBKREC,671,3,ACADEMY POTLUCK,26.99,Drama
387,VJIRJT,KUGTSBKREC,671,1,ACADEMY CABIN,13.99,Children
387,VJIRJT,KUGTSBKREC,671,1,ACADEMY SUGAR,22.99,Music
1766,ILYFJR,RBWWSYFQBA,672,1,ACADEMY SPEAKEASY,22.99,Music
1766,ILYFJR,RBWWSYFQBA,672,2,ACADEMY AFRICAN,11.99,Children
1766,ILYFJR,RBWWSYFQBA,672,2,ACADEMY MULHOLLAND,29.99,Foreign
1766,ILYFJR,RBWWSYFQBA,672,2,ACADEMY WATCH,25.99,Music
1766,ILYFJR,RBWWSYFQBA,672,2,ACADEMY CONTACT,29.99,Sports
1868,NODLGF,PIHRCOMPEP,673,2,ACADEMY MATRIX,14.99,New
1868,NODLGF,PIHRCOMPEP,673,3,ACADEMY FUGITIVE,9.99,Sci-Fi
1868,NODLGF,PIHRCOMPEP,673,1,ACADEMY COMANCHEROS,9.99,Music
1868,NODLGF,PIHRCOMPEP,673,3,ACADEMY HOOSIERS,28.99,Classics
1868,NODLGF,PIHRCOMPEP,673,2,ACADEMY ALLEY,27.99,Travel
1868,NODLGF,PIHRCOMPEP,673,3,ACADEMY CROSSING,23.99,Foreign
1066,EWCXUZ,VUOOOTNPMY,674,2,ACADEMY ALAMO,26.99,Classics
1066,EWCXUZ,VUOOOTNPMY,674,1,ACADEMY BILKO,15.99,Family
1066,EWCXUZ,VUOOOTNPMY,674,3,ACADEMY WINDOW,19.99,Classics
1066,EWCXUZ,VUOOOTNPMY,674,3,ACADEMY OTHERS,16.99,New
1066,EWCXUZ,VUOOOTNPMY,674,3,ACADEMY BADMAN,23.99,New
1066,EWCXUZ,VUOOOTNPMY,674,1,ACADEMY HONEY,14.99,Sports
1066,EWCXUZ,VUOOOTNPMY,674,1,ACADEMY SALUTE,16.99,Documentary
1066,EWCXUZ,VUOOOTNPMY,674,1,ACADEMY PRIX,23.99,Children
83,HAJBLJ,XZEWCJSMJP,675,2,ACADEMY DUFFEL,9.99,New
83,HAJBLJ,XZEWCJSMJP,675,1,ACADEMY OPUS,11.99,Horror
83,HAJBLJ,XZEWCJSMJP,675,3,ACADEMY APACHE,18.99,Documentary
83,HAJBLJ,XZEWCJSMJP,675,3,ACADEMY CIDER,24.99,Classics
83,HAJBLJ,XZEWCJSMJP,675,3,ACADEMY GODFATHER,14.99,Games
83,HAJBLJ,XZEWCJSMJP,675,2,ACADEMY NECKLACE,17.99,Travel
83,HAJBLJ,XZEWCJSMJP,675,3,ACADEMY JOON,27.99,Music
83,HAJBLJ,XZEWCJSMJP,675,2,ACADEMY GUNFIGHTER,10.99,Foreign
67,OANHVR,CAOUMZIUEZ,676,3,ACADEMY SUGAR,22.99,Music
67,OANHVR,CAOUMZIUEZ,676,2,ACADEMY JAWBREAKER,13.99,Games
67,OANHVR,CAOUMZIUEZ,676,1,ACADEMY VIRGINIAN,9.99,Foreign
67,OANHVR,CAOUMZIUEZ,676,2,ACADEMY VIDEOTAPE,12.99,Music
1,VKUUXF,ITHOMQJNYX,677,3,ACADEMY JUMPING,25.99,Travel
1,VKUUXF,ITHOMQJNYX,677,2,ACADEMY RUSHMORE,28.99,Family
1,VKUUXF,ITHOMQJNYX,677,3,ACADEMY SLUMS,25.99,Family
1,VKUUXF,ITHOMQJNYX,677,1,ACADEMY GATHERING,13.99,Sports
1,VKUUXF,ITHOMQJNYX,677,3,ACADEMY SLUMS,25.99,Family
594,MBRZRI,TPBGZNEQSD,678,1,ACADEMY SASSY,22.99,Horror
594,MBRZRI,TPBGZNEQSD,678,1,ACADEMY WEREWOLF,9.99,Animation
594,MBRZRI,TPBGZNEQSD,678,3,ACADEMY HOPE,25.99,Horror
594,MBRZRI,TPBGZNEQSD,678,3,ACADEMY ZHIVAGO,16.99,Music
594,MBRZRI,TPBGZNEQSD,678,3,ACADEMY HYDE,13.99,Sci-Fi
594,MBRZRI,TPBGZNEQSD,678,2,ACADEMY BONNIE,20.99,Drama
594,MBRZRI,TPBGZNEQSD,678,1,ACADEMY KISSING,9.99,Action
594,MBRZRI,TPBGZNEQSD,678,3,ACADEMY GROUNDHOG,23.99,Children
594,MBRZRI,TPBGZNEQSD,678,3,ACADEMY SENSIBILITY,21.99,Sci-Fi
1065,BIAOSY,XYZOTUFYBS,679,3,ACADEMY HOTEL,21.99,Children
1065,BIAOSY,XYZOTUFYBS,679,1,ACADEMY SINNERS,16.99,Classics
1065,BIAOSY,XYZOTUFYBS,679,2,ACADEMY REAR,27.99,Children
1065,BIAOSY,XYZOTUFYBS,679,2,ACADEMY LUKE,29.99,Sci-Fi
1065,BIAOSY,XYZOTUFYBS,679,1,ACADEMY ENCINO,12.99,Classics
1065,BIAOSY,XYZOTUFYBS,679,1,ACADEMY HAMLET,28.99,Drama
1652,RAXRBJ,SFKNFBWFJL,680,2,ACADEMY ROBBERS,14.99,Action
1652,RAXRBJ,SFKNFBWFJL,680,3,ACADEMY HAUNTING,29.99,Horror
1652,RAXRBJ,SFKNFBWFJL,680,3,ACADEMY TRAIN,28.99,Travel
1652,RAXRBJ,SFKNFBWFJL,680,1,ACADEMY CAROL,19.99,Games
1652,RAXRBJ,SFKNFBWFJL,680,3,ACADEMY ROUGE,27.99,New
1126,SKLCJG,DQAIFPKDGC,681,3,ACADEMY CREEPERS,29.99,Sci-Fi
1126,SKLCJG,DQAIFPKDGC,681,3,ACADEMY FELLOWSHIP,19.99,Documentary
1126,SKLCJG,DQAIFPKDGC,681,1,ACADEMY CADDYSHACK,9.99,Children
1126,SKLCJG,DQAIFPKDGC,681,2,ACADEMY FRENCH,25.99,Games
1126,SKLCJG,DQAIFPKDGC,681,2,ACADEMY HANGING,11.99,Action
1126,SKLCJG,DQAIFPKDGC,681,3,ACADEMY WAKE,28.99,Foreign
841,BVDLOD,RVJFRPJOLX,682,2,ACADEMY TEXAS,15.99,Foreign
841,BVDLOD,RVJFRPJOLX,682,1,ACADEMY INNOCENT,14.99,Family
841,BVDLOD,RVJFRPJOLX,682,2,ACADEMY COMFORTS,22.99,Music
841,BVDLOD,RVJFRPJOLX,682,1,ACADEMY CRUSADE,14.99,Music
841,BVDLOD,RVJFRPJOLX,682,3,ACADEMY PAJAMA,29.99,Drama
841,BVDLOD,RVJFRPJOLX,682,3,ACADEMY CRAZY,20.99,Horror
841,BVDLOD,RVJFRPJOLX,682,2,ACADEMY LABYRINTH,9.99,Family
841,BVDLOD,RVJFRPJOLX,682,3,ACADEMY GRAIL,26.99,Comedy
841,BVDLOD,RVJFRPJOLX,682,3,ACADEMY JET,15.99,Travel
1192,UIRKLC,CYJNMNFXCZ,683,1,ACADEMY DOWNHILL,26.99,New
400,SLXHJL,BXULLIWMBA,684,2,ACADEMY NEMO,23.99,Horror
400,SLXHJL,BXULLIWMBA,684,2,ACADEMY HUNGER,20.99,Sports
400,SLXHJL,BXULLIWMBA,684,3,ACADEMY STREAK,29.99,Children
400,SLXHJL,BXULLIWMBA,684,1,ACADEMY SIEGE,9.99,Children
400,SLXHJL,BXULLIWMBA,684,3,ACADEMY DURHAM,26.99,Horror
1829,MUEAOU,DPTMTITEHF,685,2,ACADEMY RIDGEMONT,28.99,Horror
1829,MUEAOU,DPTMTITEHF,685,1,ACADEMY CAPER,11.99,Animation
1829,MUEAOU,DPTMTITEHF,685,2,ACADEMY CENTER,9.99,Classics
1829,MUEAOU,DPTMTITEHF,685,3,ACADEMY SHEPHERD,14.99,Action
1829,MUEAOU,DPTMTITEHF,685,2,ACADEMY CURTAIN,18.99,Classics
894,VDZHPE,QJXHFGTIBQ,686,2,ACADEMY OUTFIELD,26.99,Classics
894,VDZHPE,QJXHFGTIBQ,686,1,ACADEMY WEREWOLF,9.99,Animation
894,VDZHPE,QJXHFGTIBQ,686,2,ACADEMY WON,20.99,Comedy
894,VDZHPE,QJXHFGTIBQ,686,3,ACADEMY SCORPION,15.99,Animation
894,VDZHPE,QJXHFGTIBQ,686,2,ACADEMY FELLOWSHIP,19.99,Documentary
1139,VYGXSX,WWTSVUIFYH,687,2,ACADEMY JERK,9.99,Comedy
1139,VYGXSX,WWTSVUIFYH,687,1,ACADEMY PEARL,11.99,Travel
1575,LRFNTL,DTLHTQYMCH,688,1,ACADEMY HALL,18.99,Children
1183,PXVGQI,ARCTZSRLTA,689,1,ACADEMY ARK,20.99,Foreign
1183,PXVGQI,ARCTZSRLTA,689,3,ACADEMY COMMAND,10.99,Foreign
1183,PXVGQI,ARCTZSRLTA,689,1,ACADEMY PAST,13.99,Drama
1183,PXVGQI,ARCTZSRLTA,689,2,ACADEMY VOYAGE,28.99,Travel
1183,PXVGQI,ARCTZSRLTA,689,3,ACADEMY MADNESS,13.99,Games
1183,PXVGQI,ARCTZSRLTA,689,3,ACADEMY JEKYLL,13.99,Sports
1183,PXVGQI,ARCTZSRLTA,689,2,ACADEMY ENTRAPMENT,21.99,Games
1683,VGYJEG,LJWKSATIUS,690,1,ACADEMY FORREST,24.99,Children
1683,VGYJEG,LJWKSATIUS,690,1,ACADEMY CANYON,12.99,New
1683,VGYJEG,LJWKSATIUS,690,2,ACADEMY WEEKEND,14.99,Comedy
1683,VGYJEG,LJWKSATIUS,690,2,ACADEMY FEATHERS,25.99,Classics
1683,VGYJEG,LJWKSATIUS,690,1,ACADEMY LUCK,20.99,Sports
1683,VGYJEG,LJWKSATIUS,690,1,ACADEMY VOLCANO,20.99,Animation
1683,VGYJEG,LJWKSATIUS,690,3,ACADEMY TARZAN,26.99,Action
1683,VGYJEG,LJWKSATIUS,690,1,ACADEMY FIGHT,19.99,Animation
1683,VGYJEG,LJWKSATIUS,690,3,ACADEMY PERDITION,27.99,Classics
1243,BCWIVB,KRSMBOARGW,691,1,ACADEMY FULL,23.99,Children
1243,BCWIVB,KRSMBOARGW,691,2,ACADEMY MINDS,16.99,Family
1243,BCWIVB,KRSMBOARGW,691,3,ACADEMY HUMAN,25.99,Action
1243,BCWIVB,KRSMBOARGW,691,3,ACADEMY ISHTAR,15.99,Animation
1243,BCWIVB,KRSMBOARGW,691,3,ACADEMY TRAINSPOTTING,14.99,Animation
1243,BCWIVB,KRSMBOARGW,691,1,ACADEMY CATCH,26.99,Sports
1243,BCWIVB,KRSMBOARGW,691,1,ACADEMY BALLOON,27.99,Comedy
713,JMBAVG,KVWHVMMNZU,692,2,ACADEMY LOSE,21.99,Sci-Fi
713,JMBAVG,KVWHVMMNZU,692,2,ACADEMY CASUALTIES,21.99,Action
713,JMBAVG,KVWHVMMNZU,692,2,ACADEMY GUN,27.99,Documentary
713,JMBAVG,KVWHVMMNZU,692,1,ACADEMY IGBY,11.99,Documentary
713,JMBAVG,KVWHVMMNZU,692,2,ACADEMY HEDWIG,18.99,Foreign
713,JMBAVG,KVWHVMMNZU,692,1,ACADEMY PICKUP,26.99,Comedy
713,JMBAVG,KVWHVMMNZU,692,1,ACADEMY GLASS,19.99,Children
713,JMBAVG,KVWHVMMNZU,692,3,ACADEMY CATCH,26.99,Sports
713,JMBAVG,KVWHVMMNZU,692,2,ACADEMY PACIFIC,14.99,Documentary
238,CDPRRP,CDBWJKPIDK,693,2,ACADEMY TWISTED,25.99,Family
238,CDPRRP,CDBWJKPIDK,693,3,ACADEMY SUNDANCE,9.99,Travel
238,CDPRRP,CDBWJKPIDK,693,1,ACADEMY ROAD,12.99,Music
238,CDPRRP,CDBWJKPIDK,693,1,ACADEMY FLINTSTONES,10.99,Sports
238,CDPRRP,CDBWJKPIDK,693,3,ACADEMY FIGHT,19.99,Animation
238,CDPRRP,CDBWJKPIDK,693,2,ACADEMY MOB,20.99,Music
238,CDPRRP,CDBWJKPIDK,693,3,ACADEMY DUDE,14.99,Sports
238,CDPRRP,CDBWJKPIDK,693,3,ACADEMY TAXI,17.99,Action
578,XKGLKC,SOGHKPPEWW,694,3,ACADEMY FISH,9.99,Classics
578,XKGLKC,SOGHKPPEWW,694,2,ACADEMY RESERVOIR,29.99,Documentary
578,XKGLKC,SOGHKPPEWW,694,2,ACADEMY ORANGE,16.99,Documentary
578,XKGLKC,SOGHKPPEWW,694,2,ACADEMY ALAMO,26.99,Classics
578,XKGLKC,SOGHKPPEWW,694,2,ACADEMY KARATE,12.99,New
578,XKGLKC,SOGHKPPEWW,694,2,ACADEMY HOLLOW,12.99,Animation
578,XKGLKC,SOGHKPPEWW,694,1,ACADEMY COLDBLOODED,23.99,Classics
1798,KJMTZN,RVJBEEITSQ,695,3,ACADEMY BOILED,23.99,Children
1798,KJMTZN,RVJBEEITSQ,695,3,ACADEMY MALTESE,19.99,Drama
1798,KJMTZN,RVJBEEITSQ,695,3,ACADEMY GILBERT,9.99,Sports
1798,KJMTZN,RVJBEEITSQ,695,1,ACADEMY OPUS,11.99,Horror
1798,KJMTZN,RVJBEEITSQ,695,2,ACADEMY LOCK,15.99,Foreign
1798,KJMTZN,RVJBEEITSQ,695,3,ACADEMY LIFE,14.99,Sports
1798,KJMTZN,RVJBEEITSQ,695,3,ACADEMY GRADUATE,13.99,New
197,ELFQEM,UDRGSXYEZB,696,1,ACADEMY JADE,10.99,Sci-Fi
197,ELFQEM,UDRGSXYEZB,696,3,ACADEMY SHOW,20.99,Classics
425,GGQVZX,ZUUFHTYXRU,697,3,ACADEMY KILLER,21.99,Horror
425,GGQVZX,ZUUFHTYXRU,697,1,ACADEMY TEXAS,15.99,Foreign
425,GGQVZX,ZUUFHTYXRU,697,3,ACADEMY INFORMER,25.99,Drama
425,GGQVZX,ZUUFHTYXRU,697,1,ACADEMY AMELIE,17.99,Classics
425,GGQVZX,ZUUFHTYXRU,697,2,ACADEMY OPEN,14.99,Animation
425,GGQVZX,ZUUFHTYXRU,697,1,ACADEMY SPIRIT,22.99,New
425,GGQVZX,ZUUFHTYXRU,697,2,ACADEMY MUSCLE,18.99,Comedy
425,GGQVZX,ZUUFHTYXRU,697,1,ACADEMY VIETNAM,10.99,Drama
425,GGQVZX,ZUUFHTYXRU,697,1,ACADEMY DESPERATE,17.99,Documentary
1589,VBYWWY,SGFMQMOIFH,698,3,ACADEMY AGENT,15.99,Foreign
1589,VBYWWY,SGFMQMOIFH,698,3,ACADEMY MAKER,29.99,Action
1589,VBYWWY,SGFMQMOIFH,698,2,ACADEMY STRANGER,22.99,New
